qid,query_idx,query_type,category,hard_negative_type,candidate_index,title,rank,rank_bucket,q_doc_cosine,answer_in_doc,bridge_entity_in_doc,question_token_coverage
812068dd087e11ebbd6bac1f6bf848b6,593,bridge_comparison,selector_added_non_gold,semantic_hard_negative,7,Eddie Romero,8.0,6-10,0.3128485679626465,0.0,0.0,0.1111111111111111
812068dd087e11ebbd6bac1f6bf848b6,593,bridge_comparison,selector_added_non_gold,lexical_hard_negative,16,Woody Harrelson,17.0,11-20,0.2141631841659546,0.0,0.0,0.5555555555555556
701433f00baf11ebab90acde48001122,594,inference,rank_removed_non_gold,,1,"Otto III, Prince of Anhalt-Bernburg",2.0,outside,0.09539637714624405,0.0,0.0,0.3333333333333333
701433f00baf11ebab90acde48001122,594,inference,rank_retained_non_gold,,2,"Mary of Burgundy, Duchess of Cleves",3.0,outside,0.3497380018234253,0.0,0.0,0.5555555555555556
701433f00baf11ebab90acde48001122,594,inference,rank_removed_non_gold,,3,"Elisabeth, Count of Sponheim-Kreuznach",4.0,outside,0.24522683024406433,0.0,0.0,0.5555555555555556
701433f00baf11ebab90acde48001122,594,inference,rank_retained_non_gold,,4,"Johann, Count of Cleves",5.0,outside,0.08397471159696579,0.0,0.0,0.5555555555555556
701433f00baf11ebab90acde48001122,594,inference,selector_added_non_gold,lexical_hard_negative,5,"Adolph I, Duke of Cleves",6.0,6-10,0.2641679346561432,0.0,0.0,0.3333333333333333
701433f00baf11ebab90acde48001122,594,inference,selector_added_non_gold,lexical_hard_negative,6,"John I, Duke of Cleves",7.0,6-10,0.13000646233558655,0.0,0.0,0.2222222222222222
53d6ad2a0bb011ebab90acde48001122,595,inference,rank_retained_non_gold,,1,Wenceslaus of Żagań,2.0,outside,0.5379555225372314,0.0,1.0,0.5
53d6ad2a0bb011ebab90acde48001122,595,inference,rank_retained_non_gold,,2,Eleanor of Woodstock,3.0,outside,0.19146940112113953,0.0,0.0,0.375
53d6ad2a0bb011ebab90acde48001122,595,inference,rank_removed_non_gold,,3,Balthasar of Żagań,4.0,outside,0.5176585912704468,0.0,1.0,0.625
53d6ad2a0bb011ebab90acde48001122,595,inference,rank_removed_non_gold,,4,Jan II the Mad,5.0,outside,0.4126294255256653,0.0,1.0,0.5
53d6ad2a0bb011ebab90acde48001122,595,inference,selector_added_gold,,5,Jan I of Żagań,6.0,6-10,0.37445178627967834,1.0,1.0,0.375
53d6ad2a0bb011ebab90acde48001122,595,inference,selector_added_non_gold,lexical_hard_negative,7,Jan IV of Oświęcim,8.0,6-10,0.2811847925186157,0.0,0.0,0.375
e979075e0bda11eba7f7acde48001122,596,compositional,rank_retained_non_gold,,1,Oswine of Deira,2.0,outside,0.49938440322875977,0.0,0.0,0.2222222222222222
e979075e0bda11eba7f7acde48001122,596,compositional,rank_retained_non_gold,,2,Edwin of Northumbria,3.0,outside,0.45285919308662415,0.0,0.0,0.3333333333333333
e979075e0bda11eba7f7acde48001122,596,compositional,rank_retained_non_gold,,3,Æthelric of Deira,4.0,outside,0.4291383624076843,0.0,0.0,0.3333333333333333
e979075e0bda11eba7f7acde48001122,596,compositional,selector_added_non_gold,lexical_hard_negative,7,Ælla of Deira,8.0,6-10,0.481377512216568,0.0,0.0,0.2222222222222222
2e294eec0bde11eba7f7acde48001122,597,compositional,rank_retained_non_gold,,1,Prince Frederick William of Solms-Braunfels,2.0,outside,0.4163420796394348,0.0,0.0,0.4
2e294eec0bde11eba7f7acde48001122,597,compositional,rank_retained_non_gold,,3,"William, Prince of Solms-Braunfels",4.0,outside,0.49441003799438477,0.0,0.0,0.3
2e294eec0bde11eba7f7acde48001122,597,compositional,rank_retained_non_gold,,4,Amalia of Solms-Braunfels,5.0,outside,0.3147185146808624,0.0,0.0,0.3
676bf7000bb011ebab90acde48001122,598,inference,rank_retained_non_gold,,1,"Arnulf II, Count of Boulogne",2.0,outside,0.19330796599388123,0.0,0.0,0.625
676bf7000bb011ebab90acde48001122,598,inference,rank_retained_non_gold,,2,"Arnulf III, Count of Boulogne",3.0,outside,0.3650582432746887,0.0,0.0,0.375
676bf7000bb011ebab90acde48001122,598,inference,rank_retained_non_gold,,3,"Eustace I, Count of Boulogne",4.0,outside,0.3980847895145416,0.0,0.0,0.375
676bf7000bb011ebab90acde48001122,598,inference,rank_removed_non_gold,,4,"Matthew, Count of Boulogne",5.0,outside,0.5530757308006287,0.0,0.0,0.25
676bf7000bb011ebab90acde48001122,598,inference,selector_added_non_gold,lexical_hard_negative,11,"Rotrou IV, Count of Perche",12.0,11-20,0.4140307605266571,0.0,0.0,0.5
5760bd8208b311ebbd86ac1f6bf848b6,599,bridge_comparison,rank_retained_non_gold,,2,Zoltán Mucsi,3.0,outside,0.0966503918170929,1.0,1.0,0.6
5760bd8208b311ebbd86ac1f6bf848b6,599,bridge_comparison,rank_removed_non_gold,,4,On Body and Soul,5.0,outside,0.039306577295064926,0.0,0.0,0.13333333333333333
5760bd8208b311ebbd86ac1f6bf848b6,599,bridge_comparison,selector_added_gold,,8,Sanal Kumar Sasidharan,9.0,6-10,0.41357386112213135,0.0,1.0,0.2
acdf3b1e08d411ebbd96ac1f6bf848b6,600,comparison,rank_retained_non_gold,,2,Nancy Drew (2019 TV series),3.0,outside,0.5041885375976562,0.0,1.0,0.3076923076923077
acdf3b1e08d411ebbd96ac1f6bf848b6,600,comparison,rank_retained_non_gold,,3,The Trouble Shooter,4.0,outside,0.1566379964351654,0.0,1.0,0.3076923076923077
acdf3b1e08d411ebbd96ac1f6bf848b6,600,comparison,rank_retained_non_gold,,4,Nancy Drew... Reporter,5.0,outside,0.28551286458969116,0.0,1.0,0.3076923076923077
bb72bde108a711ebbd7fac1f6bf848b6,601,comparison,rank_retained_non_gold,,2,João César Monteiro,3.0,outside,0.14857840538024902,0.0,0.0,0.2
bb72bde108a711ebbd7fac1f6bf848b6,601,comparison,rank_retained_non_gold,,3,Nelinho (Portuguese footballer),4.0,outside,-0.006017804145812988,0.0,0.0,0.2
bb72bde108a711ebbd7fac1f6bf848b6,601,comparison,rank_removed_non_gold,,4,Teresa Lourenço,5.0,outside,0.04298686981201172,0.0,0.0,0.1
bb72bde108a711ebbd7fac1f6bf848b6,601,comparison,selector_added_non_gold,lexical_hard_negative,14,Bruno Polius,15.0,11-20,0.046381667256355286,0.0,0.0,0.3
d1ca4c640bdd11eba7f7acde48001122,602,compositional,rank_retained_non_gold,,0,Place of birth,1.0,outside,0.5503091812133789,0.0,0.0,0.5555555555555556
d1ca4c640bdd11eba7f7acde48001122,602,compositional,rank_retained_non_gold,,2,Place of origin,3.0,outside,0.5161524415016174,0.0,0.0,0.5555555555555556
d1ca4c640bdd11eba7f7acde48001122,602,compositional,rank_retained_non_gold,,3,Fred Roy Krug,4.0,outside,0.30978551506996155,0.0,0.0,0.1111111111111111
d1ca4c640bdd11eba7f7acde48001122,602,compositional,rank_retained_non_gold,,4,Louis Mercanton,5.0,outside,0.24393919110298157,0.0,0.0,0.1111111111111111
e140bb540bda11eba7f7acde48001122,603,compositional,rank_retained_non_gold,,2,Yolande Louise of Savoy,3.0,outside,0.3751353323459625,0.0,0.0,0.2
e140bb540bda11eba7f7acde48001122,603,compositional,rank_retained_non_gold,,3,Prince Hermann Friedrich of Leiningen,4.0,outside,0.1897234469652176,0.0,1.0,0.5
e140bb540bda11eba7f7acde48001122,603,compositional,rank_retained_non_gold,,4,Princess Mafalda of Savoy,5.0,outside,0.4393467903137207,0.0,1.0,0.4
7c7bf2d308c011ebbd8aac1f6bf848b6,604,bridge_comparison,rank_removed_non_gold,,4,Anthony Mann,5.0,outside,0.2682144045829773,0.0,0.0,0.2777777777777778
7c7bf2d308c011ebbd8aac1f6bf848b6,604,bridge_comparison,selector_added_non_gold,lexical_hard_negative,5,Steno (director),6.0,6-10,0.20739774405956268,0.0,0.0,0.2777777777777778
effa87900bdc11eba7f7acde48001122,605,compositional,rank_retained_non_gold,,1,"Ealdgyth (daughter of Ælfgar, Earl of Mercia)",2.0,outside,0.512222409248352,0.0,0.0,0.5
effa87900bdc11eba7f7acde48001122,605,compositional,rank_retained_non_gold,,3,Osthryth,4.0,outside,0.3751462697982788,0.0,0.0,0.3
effa87900bdc11eba7f7acde48001122,605,compositional,rank_removed_non_gold,,4,"Godwin, Earl of Wessex",5.0,outside,0.36984509229660034,0.0,0.0,0.5
effa87900bdc11eba7f7acde48001122,605,compositional,selector_added_non_gold,lexical_hard_negative,10,Edward the Confessor,11.0,11-20,0.27611690759658813,0.0,0.0,0.3
4fa1e2b5097211ebbdb0ac1f6bf848b6,606,comparison,rank_retained_non_gold,,2,The Almighty Dollar (1916 film),3.0,outside,0.21673977375030518,0.0,0.0,0.35714285714285715
4fa1e2b5097211ebbdb0ac1f6bf848b6,606,comparison,rank_retained_non_gold,,3,Carousel (1923 film),4.0,outside,0.3150569200515747,0.0,0.0,0.35714285714285715
4fa1e2b5097211ebbdb0ac1f6bf848b6,606,comparison,rank_removed_non_gold,,4,The Private Secretary (1953 film),5.0,outside,0.26813435554504395,0.0,0.0,0.2857142857142857
4fa1e2b5097211ebbdb0ac1f6bf848b6,606,comparison,selector_added_non_gold,low_signal_deep_negative,41,Robert Thornby,42.0,21-50,0.030535360798239708,0.0,0.0,0.14285714285714285
a3ac1ca20bda11eba7f7acde48001122,607,compositional,rank_retained_non_gold,,0,John II of Beirut,1.0,outside,0.7174961566925049,0.0,1.0,0.6363636363636364
a3ac1ca20bda11eba7f7acde48001122,607,compositional,rank_removed_non_gold,,2,John of Ibelin (jurist),3.0,outside,0.5890883207321167,0.0,0.0,0.6363636363636364
a3ac1ca20bda11eba7f7acde48001122,607,compositional,rank_retained_non_gold,,3,"Guy of Ibelin, constable of Cyprus",4.0,outside,0.6089696884155273,0.0,0.0,0.7272727272727273
a3ac1ca20bda11eba7f7acde48001122,607,compositional,rank_removed_non_gold,,4,Henry I of Cyprus,5.0,outside,0.5294846296310425,0.0,0.0,0.8181818181818182
a3ac1ca20bda11eba7f7acde48001122,607,compositional,selector_added_non_gold,lexical_hard_negative,5,Thierry d'Orca,6.0,6-10,0.709081768989563,0.0,0.0,0.6363636363636364
a3ac1ca20bda11eba7f7acde48001122,607,compositional,selector_added_non_gold,lexical_hard_negative,6,Richard Filangieri,7.0,6-10,0.5687134861946106,0.0,0.0,0.6363636363636364
b358b348084e11ebbd56ac1f6bf848b6,608,comparison,rank_retained_non_gold,,2,John Ellis (Harwich MP),3.0,outside,0.21171268820762634,0.0,0.0,0.16666666666666666
b358b348084e11ebbd56ac1f6bf848b6,608,comparison,rank_retained_non_gold,,3,John Ellis (guitarist),4.0,outside,0.29282230138778687,0.0,0.0,0.16666666666666666
b358b348084e11ebbd56ac1f6bf848b6,608,comparison,rank_retained_non_gold,,4,John Ellis (antiquarian),5.0,outside,0.2878361642360687,0.0,0.0,0.16666666666666666
13fc53700bde11eba7f7acde48001122,609,compositional,rank_retained_non_gold,,1,Peter Greenaway,2.0,outside,0.14604602754116058,1.0,0.0,0.45454545454545453
13fc53700bde11eba7f7acde48001122,609,compositional,rank_retained_non_gold,,3,Ken Annakin,4.0,outside,0.319102942943573,0.0,0.0,0.2727272727272727
13fc53700bde11eba7f7acde48001122,609,compositional,rank_removed_non_gold,,4,Nightwatching,5.0,outside,0.11144918203353882,0.0,0.0,0.45454545454545453
13fc53700bde11eba7f7acde48001122,609,compositional,selector_added_non_gold,lexical_hard_negative,13,Place of birth,14.0,11-20,0.22662052512168884,0.0,0.0,0.45454545454545453
ecf5d7b60bdc11eba7f7acde48001122,610,compositional,rank_retained_non_gold,,0,Ventura Pons,1.0,outside,0.48259663581848145,0.0,0.0,0.5
ecf5d7b60bdc11eba7f7acde48001122,610,compositional,rank_retained_non_gold,,1,Diane Kurys,2.0,outside,0.19456902146339417,0.0,0.0,0.4
ecf5d7b60bdc11eba7f7acde48001122,610,compositional,rank_retained_non_gold,,2,Bigas Luna,3.0,outside,0.18801259994506836,0.0,0.0,0.4
ecf5d7b60bdc11eba7f7acde48001122,610,compositional,rank_removed_non_gold,,4,Arrête ton cinéma,5.0,outside,0.07401492446660995,0.0,0.0,0.2
ecf5d7b60bdc11eba7f7acde48001122,610,compositional,selector_added_gold,,9,Robert Enrico,10.0,6-10,0.24652567505836487,1.0,1.0,0.4
8715eeb808e411ebbda4ac1f6bf848b6,611,bridge_comparison,rank_retained_non_gold,,2,Brothers Till We Die,3.0,outside,0.027504418045282364,0.0,1.0,0.5294117647058824
8715eeb808e411ebbda4ac1f6bf848b6,611,bridge_comparison,rank_retained_non_gold,,4,Fernando Di Leo,5.0,outside,-0.002994983457028866,0.0,0.0,0.4117647058823529
74e1c5da0bde11eba7f7acde48001122,612,compositional,rank_retained_non_gold,,2,Abe Meyer,3.0,outside,0.36264315247535706,0.0,0.0,0.3333333333333333
74e1c5da0bde11eba7f7acde48001122,612,compositional,rank_retained_non_gold,,3,Walter Ulfig,4.0,outside,0.197454035282135,0.0,0.0,0.3333333333333333
74e1c5da0bde11eba7f7acde48001122,612,compositional,rank_retained_non_gold,,4,Henri Verdun,5.0,outside,0.395334929227829,0.0,0.0,0.3333333333333333
e8df7a2e095c11ebbdaeac1f6bf848b6,613,comparison,rank_retained_non_gold,,2,Roberta Tovey,3.0,outside,0.26554685831069946,0.0,0.0,0.38461538461538464
e8df7a2e095c11ebbdaeac1f6bf848b6,613,comparison,rank_retained_non_gold,,3,Final Exam (1981 film),4.0,outside,0.22030797600746155,0.0,0.0,0.23076923076923078
e8df7a2e095c11ebbdaeac1f6bf848b6,613,comparison,rank_removed_non_gold,,4,Killed the Family and Went to the Movies,5.0,outside,-0.04190235584974289,0.0,0.0,0.23076923076923078
e8df7a2e095c11ebbdaeac1f6bf848b6,613,comparison,selector_added_non_gold,lexical_hard_negative,14,Wizards of the Lost Kingdom,15.0,11-20,-0.13155825436115265,0.0,0.0,0.23076923076923078
843cd4520bd911eba7f7acde48001122,614,compositional,rank_removed_non_gold,,2,Where Was I,3.0,outside,0.06774415075778961,0.0,0.0,0.0
843cd4520bd911eba7f7acde48001122,614,compositional,rank_retained_non_gold,,3,Jon Gunn,4.0,outside,0.13910770416259766,0.0,0.0,0.36363636363636365
843cd4520bd911eba7f7acde48001122,614,compositional,rank_removed_non_gold,,4,"Mayor of Elizabeth, New Jersey",5.0,outside,0.07191856950521469,0.0,0.0,0.09090909090909091
843cd4520bd911eba7f7acde48001122,614,compositional,selector_added_non_gold,lexical_hard_negative,7,Place of birth,8.0,6-10,0.10719546675682068,0.0,0.0,0.45454545454545453
843cd4520bd911eba7f7acde48001122,614,compositional,selector_added_non_gold,lexical_hard_negative,38,J. Charles Haydon,39.0,21-50,-0.027798593044281006,0.0,0.0,0.36363636363636365
d6e0f7f00bda11eba7f7acde48001122,615,compositional,rank_retained_non_gold,,1,Saif Ali Khan,2.0,outside,0.2263229340314865,0.0,0.0,0.5
d6e0f7f00bda11eba7f7acde48001122,615,compositional,rank_removed_non_gold,,3,Sara Ali Khan,4.0,outside,0.10112136602401733,0.0,0.0,0.3
d6e0f7f00bda11eba7f7acde48001122,615,compositional,rank_retained_non_gold,,4,G. Marthandan,5.0,outside,0.1272600293159485,0.0,0.0,0.3
d6e0f7f00bda11eba7f7acde48001122,615,compositional,selector_added_non_gold,lexical_hard_negative,6,Hrishikesh Mukherjee,7.0,6-10,0.4385681748390198,0.0,0.0,0.5
ec5882f008bb11ebbd88ac1f6bf848b6,616,bridge_comparison,rank_removed_non_gold,,3,Charles Coburn,4.0,outside,0.3334319293498993,0.0,0.0,0.4444444444444444
ec5882f008bb11ebbd88ac1f6bf848b6,616,bridge_comparison,rank_retained_non_gold,,4,More Bloody Meetings,5.0,outside,0.36658963561058044,0.0,0.0,0.2222222222222222
ec5882f008bb11ebbd88ac1f6bf848b6,616,bridge_comparison,selector_added_non_gold,lexical_hard_negative,6,Kim Ki-young,7.0,6-10,0.07278197258710861,0.0,0.0,0.5
df13ddf40bdd11eba7f7acde48001122,617,compositional,rank_retained_non_gold,,2,Isa Khan Niazi,3.0,outside,0.45492637157440186,0.0,1.0,0.6666666666666666
df13ddf40bdd11eba7f7acde48001122,617,compositional,rank_retained_non_gold,,3,Firuz Shah Suri,4.0,outside,0.589873194694519,0.0,1.0,0.6666666666666666
df13ddf40bdd11eba7f7acde48001122,617,compositional,rank_retained_non_gold,,4,Sikandar Shah Suri,5.0,outside,0.4889090359210968,0.0,0.0,0.5555555555555556
4ccfe12d08b811ebbd88ac1f6bf848b6,618,bridge_comparison,rank_removed_non_gold,,4,McDull: Me & My Mum,5.0,outside,0.19073939323425293,0.0,0.0,0.17647058823529413
4ccfe12d08b811ebbd88ac1f6bf848b6,618,bridge_comparison,selector_added_non_gold,lexical_hard_negative,6,Gus Meins,7.0,6-10,0.44424936175346375,0.0,0.0,0.17647058823529413
48d7196a08df11ebbda0ac1f6bf848b6,619,bridge_comparison,rank_retained_non_gold,,4,Liz Garbus,5.0,outside,0.16638213396072388,0.0,0.0,0.5625
87e4e1e0088b11ebbd6fac1f6bf848b6,620,comparison,rank_retained_non_gold,,1,Antoine Jean-Baptiste,2.0,outside,0.3742581605911255,0.0,0.0,0.36363636363636365
87e4e1e0088b11ebbd6fac1f6bf848b6,620,comparison,rank_removed_non_gold,,3,Dugès,4.0,outside,0.3122192621231079,0.0,0.0,0.09090909090909091
87e4e1e0088b11ebbd6fac1f6bf848b6,620,comparison,rank_removed_non_gold,,4,Thomas Hart,5.0,outside,0.25210267305374146,0.0,0.0,0.09090909090909091
87e4e1e0088b11ebbd6fac1f6bf848b6,620,comparison,selector_added_non_gold,low_signal_deep_negative,22,Jimmy Jean-Joseph,23.0,21-50,0.12613438069820404,0.0,0.0,0.09090909090909091
87e4e1e0088b11ebbd6fac1f6bf848b6,620,comparison,selector_added_non_gold,low_signal_deep_negative,46,John Caspar Wild,47.0,21-50,-0.1479065865278244,0.0,0.0,0.09090909090909091
67f75e6008ec11ebbda7ac1f6bf848b6,621,comparison,rank_retained_non_gold,,1,Boštjan Hladnik,2.0,outside,0.17609882354736328,0.0,0.0,0.3333333333333333
67f75e6008ec11ebbda7ac1f6bf848b6,621,comparison,rank_retained_non_gold,,2,Dancing in the Rain (film),3.0,outside,-0.070304274559021,0.0,0.0,0.3333333333333333
67f75e6008ec11ebbda7ac1f6bf848b6,621,comparison,rank_removed_non_gold,,4,Louise of Anhalt-Dessau (1709–1732),5.0,outside,0.2809358835220337,0.0,0.0,0.4444444444444444
67f75e6008ec11ebbda7ac1f6bf848b6,621,comparison,selector_added_non_gold,low_signal_deep_negative,8,Teodor Pejačević,9.0,6-10,0.21460452675819397,0.0,0.0,0.3333333333333333
26497355084c11ebbd56ac1f6bf848b6,622,comparison,rank_retained_non_gold,,2,Ramón Hernández (fencer),3.0,outside,0.12671642005443573,0.0,0.0,0.35714285714285715
26497355084c11ebbd56ac1f6bf848b6,622,comparison,rank_retained_non_gold,,3,Jimy Heredia,4.0,outside,0.13083262741565704,0.0,0.0,0.2857142857142857
26497355084c11ebbd56ac1f6bf848b6,622,comparison,rank_retained_non_gold,,4,Raúl Papaleo,5.0,outside,0.15341287851333618,0.0,0.0,0.5
10b8d7940baf11ebab90acde48001122,623,inference,rank_retained_non_gold,,0,Gytha Thorkelsdóttir,1.0,outside,0.42431652545928955,0.0,1.0,0.3333333333333333
10b8d7940baf11ebab90acde48001122,623,inference,rank_retained_non_gold,,1,"Godwin, Earl of Wessex",2.0,outside,0.39637619256973267,0.0,1.0,0.5
10b8d7940baf11ebab90acde48001122,623,inference,rank_retained_non_gold,,2,Eadgyth,3.0,outside,0.4648406207561493,0.0,0.0,0.3333333333333333
10b8d7940baf11ebab90acde48001122,623,inference,rank_removed_non_gold,,4,"Ealdgyth (daughter of Ælfgar, Earl of Mercia)",5.0,outside,0.46624961495399475,0.0,0.0,0.3333333333333333
10b8d7940baf11ebab90acde48001122,623,inference,selector_added_gold,,5,Edward the Confessor,6.0,6-10,0.10541592538356781,1.0,1.0,0.5
c21f7548085c11ebbd5cac1f6bf848b6,624,bridge_comparison,rank_retained_non_gold,,4,Georges Périnal,5.0,outside,0.263690322637558,0.0,1.0,0.0
c2b303ae08c411ebbd8eac1f6bf848b6,625,bridge_comparison,rank_removed_non_gold,,4,Dr. Goldfoot and the Bikini Machine,5.0,outside,0.15173783898353577,0.0,0.0,0.18181818181818182
c2b303ae08c411ebbd8eac1f6bf848b6,625,bridge_comparison,selector_added_non_gold,low_signal_deep_negative,5,Norman Taurog,6.0,6-10,0.25081896781921387,0.0,0.0,0.2727272727272727
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,rank_removed_non_gold,,2,Benjamin Bullivant,3.0,outside,0.36418190598487854,1.0,0.0,0.2222222222222222
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,rank_removed_non_gold,,3,Francisco Herrera the Elder,4.0,outside,0.16339200735092163,0.0,0.0,0.2222222222222222
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,rank_removed_non_gold,,4,Dugès,5.0,outside,0.23091819882392883,0.0,0.0,0.0
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,selector_added_non_gold,lexical_hard_negative,5,Francisco Herrera the Younger,6.0,6-10,-0.11869913339614868,0.0,0.0,0.2222222222222222
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,selector_added_non_gold,lexical_hard_negative,6,Francisco Herrera Jiménez,7.0,6-10,0.08495496213436127,0.0,0.0,0.2222222222222222
1152ae5408f611ebbdaaac1f6bf848b6,626,comparison,selector_added_non_gold,lexical_hard_negative,7,Francisco Herrera León,8.0,6-10,0.12317664176225662,0.0,0.0,0.2222222222222222
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,rank_retained_non_gold,,1,Arthur Hiller,2.0,outside,0.20773229002952576,0.0,0.0,0.5555555555555556
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,rank_retained_non_gold,,2,Peter Greenaway,3.0,outside,0.1691465675830841,0.0,0.0,0.5555555555555556
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,rank_removed_non_gold,,3,Dugès,4.0,outside,0.29740309715270996,0.0,0.0,0.1111111111111111
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,rank_removed_non_gold,,4,Where Was I,5.0,outside,0.10076938569545746,0.0,0.0,0.0
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,selector_added_non_gold,lexical_hard_negative,6,Victor Vicas,7.0,6-10,0.32128509879112244,0.0,0.0,0.3333333333333333
f6f9fbdc0bd911eba7f7acde48001122,627,compositional,selector_added_non_gold,lexical_hard_negative,9,Lasse Hallström,10.0,6-10,0.17427754402160645,0.0,0.0,0.4444444444444444
4118ac360bda11eba7f7acde48001122,628,compositional,rank_retained_non_gold,,1,"Johann Reinhard II, Count of Hanau-Lichtenberg",2.0,outside,0.5102983117103577,0.0,0.0,0.3333333333333333
4118ac360bda11eba7f7acde48001122,628,compositional,rank_retained_non_gold,,3,"Philipp II, Count of Hanau-Lichtenberg",4.0,outside,0.5041742920875549,1.0,0.0,0.1111111111111111
4118ac360bda11eba7f7acde48001122,628,compositional,rank_removed_non_gold,,4,"Friedrich Casimir, Count of Hanau-Lichtenberg",5.0,outside,0.39143943786621094,0.0,0.0,0.1111111111111111
4118ac360bda11eba7f7acde48001122,628,compositional,selector_added_non_gold,lexical_hard_negative,5,Countess Charlotte of Hanau-Lichtenberg,6.0,6-10,0.4373073875904083,0.0,0.0,0.4444444444444444
4118ac360bda11eba7f7acde48001122,628,compositional,selector_added_non_gold,semantic_hard_negative,7,"Philipp III, Count of Hanau-Lichtenberg",8.0,6-10,0.3635838031768799,0.0,0.0,0.1111111111111111
54014a680baf11ebab90acde48001122,629,inference,rank_retained_non_gold,,1,Ramiro II of Aragon,2.0,outside,-0.03474973887205124,0.0,1.0,0.3333333333333333
54014a680baf11ebab90acde48001122,629,inference,rank_removed_non_gold,,2,Margaret of Valois,3.0,outside,-0.023071013391017914,0.0,0.0,0.3333333333333333
54014a680baf11ebab90acde48001122,629,inference,rank_removed_non_gold,,4,Minamoto no Chikako,5.0,outside,0.4685382843017578,0.0,0.0,0.16666666666666666
54014a680baf11ebab90acde48001122,629,inference,selector_added_non_gold,lexical_hard_negative,6,"Rotrou III, Count of Perche",7.0,6-10,0.12082676589488983,0.0,0.0,0.3333333333333333
54014a680baf11ebab90acde48001122,629,inference,selector_added_non_gold,lexical_hard_negative,8,Gilbert of Roucy,9.0,6-10,0.22742398083209991,0.0,0.0,0.3333333333333333
a3e5f6e6086711ebbd5eac1f6bf848b6,630,bridge_comparison,rank_retained_non_gold,,3,Angna Enters,4.0,outside,0.04626231640577316,0.0,0.0,0.35714285714285715
fd704fe00bdc11eba7f7acde48001122,631,compositional,rank_removed_non_gold,,2,Obata Toramori,3.0,outside,0.06038496643304825,0.0,0.0,0.4444444444444444
fd704fe00bdc11eba7f7acde48001122,631,compositional,rank_removed_non_gold,,3,Takayama Tomoteru,4.0,outside,0.2677222788333893,0.0,0.0,0.4444444444444444
fd704fe00bdc11eba7f7acde48001122,631,compositional,rank_retained_non_gold,,4,Yasuichi Oshima,5.0,outside,0.0952197015285492,0.0,0.0,0.3333333333333333
fd704fe00bdc11eba7f7acde48001122,631,compositional,selector_added_non_gold,lexical_hard_negative,19,Theodore Salisbury Woolsey,20.0,11-20,0.2847053110599518,0.0,0.0,0.4444444444444444
fd704fe00bdc11eba7f7acde48001122,631,compositional,selector_added_non_gold,lexical_hard_negative,54,Karl von Habsburg,55.0,51-100,0.27215802669525146,0.0,0.0,0.4444444444444444
a139d5b8096811ebbdafac1f6bf848b6,632,comparison,rank_retained_non_gold,,1,David Fennario,2.0,outside,0.07522166520357132,0.0,1.0,0.3333333333333333
a139d5b8096811ebbdafac1f6bf848b6,632,comparison,rank_retained_non_gold,,2,Being Human (2005 film),3.0,outside,0.06859058141708374,0.0,0.0,0.26666666666666666
a139d5b8096811ebbdafac1f6bf848b6,632,comparison,rank_removed_non_gold,,3,The Collector (2004 film),4.0,outside,0.1245502382516861,0.0,0.0,0.2
a139d5b8096811ebbdafac1f6bf848b6,632,comparison,selector_added_non_gold,lexical_hard_negative,5,Bag of the Collector,6.0,6-10,0.11956619471311569,0.0,0.0,0.2
b4f937fa08cf11ebbd95ac1f6bf848b6,633,bridge_comparison,rank_removed_non_gold,,3,The Gentle Gunman,4.0,outside,0.26295438408851624,0.0,0.0,0.15384615384615385
b4f937fa08cf11ebbd95ac1f6bf848b6,633,bridge_comparison,selector_added_non_gold,low_signal_deep_negative,14,William Keighley,15.0,11-20,0.19760790467262268,0.0,0.0,0.3076923076923077
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,rank_removed_non_gold,,2,Here to Stay,3.0,outside,0.1579778641462326,0.0,0.0,0.0
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,rank_removed_non_gold,,3,Where Was I,4.0,outside,0.22974854707717896,0.0,0.0,0.1
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,rank_removed_non_gold,,4,Leaving You,5.0,outside,0.029911749064922333,0.0,0.0,0.0
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,selector_added_non_gold,answer_string_distractor,5,Aretha Franklin,6.0,6-10,0.21367903053760529,1.0,0.0,0.6
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,selector_added_non_gold,answer_string_distractor,15,Carly Rae Jepsen,16.0,11-20,0.3413599729537964,1.0,0.0,0.3
fbf8fd9e0bda11eba7f7acde48001122,634,compositional,selector_added_non_gold,low_signal_deep_negative,43,Nodesha,44.0,21-50,0.08288058638572693,0.0,0.0,0.2
a4d8ea760bdd11eba7f7acde48001122,635,compositional,rank_retained_non_gold,,1,Emperor Daigo,2.0,outside,0.24604380130767822,0.0,0.0,0.4444444444444444
