dataset,query_idx,step,out_position,out_title,in_position,in_title,objective_gain,retriever_rank_loss,adjusted_gain
2wikimultihopqa,957,1,1,Juan Carlos I of Spain,14,Archduke Leopold Salvator of Austria,0.5,0.567839,0.5
2wikimultihopqa,960,1,1,Grand Duchess Xenia Alexandrovna of Russia,21,Archduke Franz Karl of Austria,0.333333,0.603015,0.333333
2wikimultihopqa,961,1,3,Alfred Hitchcock,24,Robert Thornby,0.249178,0.60804,0.249178
2wikimultihopqa,962,1,3,Michael Powell,28,Scott R. Dunlap,0.20037,0.628141,0.20037
2wikimultihopqa,965,1,1,Fernando Di Leo,16,Enzo G. Castellari,0.243595,0.577889,0.243595
2wikimultihopqa,966,1,1,Homage at Siesta Time,76,Yojimbo,0.006658,0.879397,0.006658
2wikimultihopqa,968,1,3,God of War (film),68,Gordon Chan,0.245135,0.829146,0.245135
2wikimultihopqa,969,1,2,Three Live Ghosts (1929 film),83,Belle (album),0.020136,0.909548,0.020136
2wikimultihopqa,976,1,1,Eduardo Frei Montalva,56,William Rose Benét,0.004009,0.778894,0.004009
2wikimultihopqa,979,1,3,Hrishikesh Mukherjee,46,Hans Schweikart,0.231627,0.718593,0.231627
2wikimultihopqa,981,1,1,Waspman,6,Monta Bell,0.5,0.527638,0.5
2wikimultihopqa,984,1,1,Badi-al Zaman Mirza Safavi,25,Ismail I,0.5,0.623116,0.5
2wikimultihopqa,987,1,2,The Silent Stranger,7,Stranger in Town,0.0021,0.527638,0.0021
2wikimultihopqa,988,1,1,"Charles Somerset, 1st Earl of Worcester",62,Thomas Bramhall,0.013122,0.809045,0.013122
2wikimultihopqa,989,1,2,Kriminal (film),88,Alfons Zitterbacke,0.010278,0.934673,0.010278
2wikimultihopqa,992,1,3,Fritz Lang,6,Konrad Wolf,0.25,0.517588,0.25
2wikimultihopqa,993,1,1,"Matilda II, Countess of Nevers",20,Guy II of Dampierre,0.333333,0.59799,0.333333
2wikimultihopqa,993,2,3,Agnes of Dampierre,38,"Arnulf III, Count of Boulogne",0.333333,0.678392,0.333333
2wikimultihopqa,994,1,2,Thomas P. Hughes,8,"Bernhard V, Prince of Anhalt-Bernburg",0.333333,0.532663,0.333333
2wikimultihopqa,995,1,1,Angélique de Saint-Jean Arnauld d'Andilly,10,Steve Cooreman,0.021354,0.547739,0.021354
2wikimultihopqa,996,1,1,Sam Cooke,71,Invasion of the Neptune Men,0.013938,0.854271,0.013938
2wikimultihopqa,997,1,2,Peter Greenaway,24,Roger Richebé,0.25,0.613065,0.25
hotpotqa,0,1,1,Halina Reijn,21,12 Years a Slave (score),0.001833,0.603015,0.001833
hotpotqa,5,1,2,Emeric Pressburger,13,Alien (soundtrack),0.000292,0.557789,0.000292
hotpotqa,6,1,3,The Apple Dumpling Gang Rides Again,6,List of Walt Disney Pictures films,0.004472,0.517588,0.004472
hotpotqa,18,1,1,Republic Plaza (Singapore),18,Bank of China Tower (Hong Kong),0.5,0.58794,0.5
hotpotqa,21,1,1,Cinderella (sports),22,Coney Island Cyclone,0.5,0.60804,0.5
hotpotqa,22,1,2,Highway 40 Blues,54,Aaron Tippin,0.25,0.763819,0.25
hotpotqa,25,1,2,Julian A. McPhee,7,Chicago Vocational High School,0.333333,0.527638,0.333333
hotpotqa,36,1,2,Jenson Button,6,Colin Crabbe Racing,0.5,0.522613,0.5
hotpotqa,44,1,1,Santana Lopez,12,Glee (TV series),0.586028,0.557789,0.586028
hotpotqa,45,1,2,Aaliyah,39,List of San Antonio Spurs seasons,0.074675,0.688442,0.074675
hotpotqa,45,2,3,Laura Turner (singer),36,List of San Antonio Spurs head coaches,0.029935,0.668342,0.029935
hotpotqa,47,1,1,Dorilla in Tempe,5,Jacques Hardel,0.000557,0.522613,0.000557
hotpotqa,47,2,3,"Mitridate, re di Ponto",6,Felix Mendelssohn,3.7e-05,0.517588,3.7e-05
hotpotqa,58,1,1,Tim Rice,6,Vangelis,0.5,0.527638,0.5
hotpotqa,59,1,2,Karan Kapoor,8,Shree 420,0.333333,0.532663,0.333333
hotpotqa,64,1,1,Maria von Trapp,10,Chicago (2002 film),2.6e-05,0.547739,2.6e-05
hotpotqa,69,1,2,Aquamarine (film),50,Influence of Stanley Kubrick,0.01503,0.743719,0.01503
hotpotqa,71,1,1,Leonardo DiCaprio,8,Dana Brunetti,0.5,0.537688,0.5
hotpotqa,74,1,1,France men's national junior ice hockey team,5,Dean Blais,0.25,0.522613,0.25
hotpotqa,75,1,2,Tool (band),47,Wire (band),0.000211,0.728643,0.000211
hotpotqa,78,1,1,George Tomasini,10,Silver (Starflyer 59 album),0.25,0.547739,0.25
hotpotqa,88,1,1,Restrung,9,Rogers Locomotive and Machine Works,0.333333,0.542714,0.333333
hotpotqa,88,2,2,The Great Locomotive Chase,92,List of Walt Disney Pictures films,0.333333,0.954774,0.333333
hotpotqa,89,1,1,Battle of Britain Memorial Flight,45,Bhakti Ballabh Tirtha,0.006686,0.723618,0.006686
hotpotqa,96,1,1,Yutmaru Sar,5,Distaghil Sar,0.333333,0.522613,0.333333
hotpotqa,101,1,1,James Foley (director),16,Bruce Brown,0.00057,0.577889,0.00057
hotpotqa,112,1,2,Nuestra Belleza México 1998,9,Wladimiro Politano,0.00571,0.537688,0.00571
hotpotqa,115,1,1,History of Northwest Territories capital cities,46,Gold (Donna Summer album),0.488585,0.728643,0.488585
hotpotqa,121,1,2,My Boy Jack (film),11,Christian Bale filmography,0.001073,0.547739,0.001073
hotpotqa,122,1,2,"John, King of Denmark",18,Philip V of Spain,0.005745,0.582915,0.005745
hotpotqa,128,1,2,Nathanael West,5,Lunar Park,0.25,0.517588,0.25
hotpotqa,129,1,2,Freebooters F.C.,19,Croke Park,0.5,0.58794,0.5
hotpotqa,133,1,1,West Tyson County Park,6,"Times Beach, Missouri",0.50941,0.527638,0.50941
hotpotqa,143,1,2,Becker–Edberg rivalry,8,2016 Moselle Open – Doubles,0.333333,0.532663,0.333333
hotpotqa,145,1,1,Red-baiting,5,List of fictional actors,0.005029,0.522613,0.005029
hotpotqa,150,1,3,Edward Winslow,6,Plymouth Colony,0.039267,0.517588,0.039267
hotpotqa,153,1,1,Tom Hanks,5,Christopher Robin,0.333457,0.522613,0.333457
hotpotqa,160,1,3,Lee on the Beats,19,T.I. discography,0.197337,0.582915,0.197337
hotpotqa,160,2,1,Plies (rapper),18,6 Tre G,3.7e-05,0.58794,3.7e-05
hotpotqa,168,1,2,Puddle of Mudd,55,Too Much Stereo,0.007279,0.768844,0.007279
hotpotqa,169,1,3,Jim Kerr discography,11,Joan Jett,0.002031,0.542714,0.002031
hotpotqa,174,1,1,Maya Angelou,11,Francis Ford Coppola,0.002275,0.552764,0.002275
hotpotqa,177,1,1,Turhan Hatice Sultan,7,Suleiman the Magnificent,0.406057,0.532663,0.406057
hotpotqa,178,1,1,Everard Baths,6,Hotel Pennsylvania,0.5,0.527638,0.5
hotpotqa,179,1,2,Riblja Čorba,6,Dalton Gang,0.303553,0.522613,0.303553
hotpotqa,180,1,1,"Norfolk County, Massachusetts Colony",21,"Marlborough, New Hampshire",0.5,0.603015,0.5
hotpotqa,185,1,1,Snowplow Game,16,2010 Green Bay Packers season,0.5,0.577889,0.5
hotpotqa,200,1,1,Lemania,13,Swiss made,0.002516,0.562814,0.002516
hotpotqa,202,1,2,The Rebel (book),30,Nobel Prize in Literature,0.333333,0.643216,0.333333
hotpotqa,209,1,4,Bodybuilders (On the Inside),96,Australian Associated Press,0.467083,0.964824,0.467083
hotpotqa,209,2,1,Anabolic steroid,11,Scandinavian Airlines,0.000227,0.552764,0.000227
hotpotqa,210,1,1,Westgate Las Vegas Resort &amp; Casino,11,The Forbury Hotel,0.001695,0.552764,0.001695
hotpotqa,213,1,4,"Raymond, Maine",12,Keene High School,0.333311,0.542714,0.333311
hotpotqa,213,2,1,"Mexico, Maine",53,"Marlborough, New Hampshire",0.275606,0.763819,0.275606
hotpotqa,217,1,3,Hall &amp; Oates,5,Live from Daryl's House,0.29334,0.512563,0.29334
hotpotqa,218,1,1,Wayman Tisdale,24,Tom Jernstedt,0.5,0.61809,0.5
hotpotqa,236,1,1,Stephen Nicholas (actor),18,Blackpool F.C.,0.333333,0.58794,0.333333
hotpotqa,248,1,1,Secondary education,12,Genndy Tartakovsky,0.333333,0.557789,0.333333
hotpotqa,260,1,2,Ken May,9,Chief executive officer,0.017353,0.537688,0.017353
hotpotqa,261,1,2,2004–05 Utah Jazz season,7,Kevin Durant,0.25,0.527638,0.25
hotpotqa,263,1,2,S. D. Perry,11,Michèle Roberts,0.333333,0.547739,0.333333
hotpotqa,272,1,3,Berenberg family,15,Albert Heijn,0.000156,0.562814,0.000156
hotpotqa,277,1,1,The Orb discography,21,3rd Bass,0.5,0.603015,0.5
hotpotqa,289,1,2,Vickers Viscount,5,Kuznetsov NK-12,0.25,0.517588,0.25
hotpotqa,298,1,1,Patrick Bateman,5,Colin Blakely,0.333333,0.522613,0.333333
hotpotqa,301,1,1,Sphagnum,7,Hydrogen-bridged cations,0.346534,0.532663,0.346534
hotpotqa,303,1,2,Jay Park,12,Manu Manzo,0.005138,0.552764,0.005138
hotpotqa,306,1,2,2011 Colgate Raiders football team,19,Colgate University,0.5,0.58794,0.5
hotpotqa,313,1,2,Get Cape. Wear Cape. Fly (EP),15,Outside (magazine),0.104902,0.567839,0.104902
hotpotqa,316,1,3,Chicago (2002 film),14,Sleepless in Seattle,0.25,0.557789,0.25
hotpotqa,317,1,1,Anything Goes (soundtrack),6,Hal Linden,0.5,0.527638,0.5
hotpotqa,318,1,1,Frozen Fever,19,Disney Renaissance,0.003842,0.592965,0.003842
hotpotqa,335,1,2,Singapore Sling (tax avoidance),8,Cocktail,0.008921,0.532663,0.008921
hotpotqa,338,1,3,Theodore Roosevelt,5,Theodore Roosevelt Cyclopedia,0.002016,0.512563,0.002016
hotpotqa,340,1,1,Follow the Yellow Brick Road,25,List of Walt Disney Pictures films,0.010591,0.623116,0.010591
hotpotqa,342,1,1,Estonian Hound,7,Mir Jafar Dasni,0.333333,0.532663,0.333333
hotpotqa,347,1,1,Michelle Trachtenberg,5,The Dead Rabbitts,0.5,0.522613,0.5
hotpotqa,353,1,1,The Legend of the Condor Heroes (2017 TV series),83,Semyon Aranovich,0.333333,0.914573,0.333333
hotpotqa,354,1,1,Sense and Sensibility (2008 miniseries),24,Karen Joy Fowler,0.333333,0.61809,0.333333
hotpotqa,371,1,1,Physicians Mutual,10,Valentino SpA,0.260649,0.547739,0.260649
hotpotqa,374,1,2,Mean Girls,19,The Truth About Love (film),0.00159,0.58794,0.00159
hotpotqa,382,1,1,"Salem, New Hampshire",14,Burnley,0.001259,0.567839,0.001259
hotpotqa,397,1,1,Shea Stadium,5,Polo Grounds,0.5,0.522613,0.5
hotpotqa,400,1,1,Armie Hammer,17,Jarvis Williams (American football),0.000315,0.582915,0.000315
hotpotqa,405,1,2,International Diamond Cut Conference,48,Theodore Roosevelt,0.012547,0.733668,0.012547
hotpotqa,414,1,1,Krrish (franchise),11,Rajesh Roshan,0.5,0.552764,0.5
hotpotqa,416,1,2,John Fogerty (engineer),12,Sergey Dreyden,0.25,0.552764,0.25
hotpotqa,416,2,3,John Frederick Fogerty,20,Rockin' All Over the World,0.25,0.58794,0.25
hotpotqa,420,1,2,Viktor Schauberger,7,Henry Meyer,0.001666,0.527638,0.001666
hotpotqa,423,1,1,Academy Awards pre-show,9,Lanphier Park,0.5,0.542714,0.5
hotpotqa,431,1,1,Battle of Bataan,8,Ulysses S. Grant,0.5,0.537688,0.5
hotpotqa,469,1,1,2011 Indy Grand Prix of Sonoma,12,2017 FIA Formula One World Championship,0.006561,0.557789,0.006561
hotpotqa,470,1,3,Sacred Hunger,64,2014–15 Kitchee SC season,0.025918,0.809045,0.025918
hotpotqa,473,1,1,Given to the Rising,17,Emo,0.003773,0.582915,0.003773
hotpotqa,476,1,1,Reed Lessing,60,Riverlake,0.012028,0.798995,0.012028
hotpotqa,480,1,1,South East Queensland Stars,14,San Antonio Spurs,0.001789,0.567839,0.001789
hotpotqa,481,1,2,Lil Rounds,26,Our Song (Taylor Swift song),0.333333,0.623116,0.333333
hotpotqa,482,1,1,Booz Allen Hamilton,11,Dun &amp; Bradstreet,0.00278,0.552764,0.00278
hotpotqa,487,1,2,Camille (1915 film),26,Crime and Punishment (1935 French film),0.032647,0.623116,0.032647
hotpotqa,489,1,2,Agatha Christie Memorial,66,Anthony Burgess: A Life,0.000397,0.824121,0.000397
hotpotqa,499,1,4,Frankie Darro,9,Hercules (1997 film),0.50146,0.527638,0.50146
hotpotqa,499,2,1,Anika Noni Rose,6,Disney Renaissance,0.000677,0.527638,0.000677
hotpotqa,500,1,2,Paul O'Neill (baseball),20,"Central Avenue (Albany, New York)",0.326611,0.592965,0.326611
hotpotqa,510,1,2,"Longjiang, Foshan",9,Qizu Pagoda,0.333333,0.537688,0.333333
hotpotqa,513,1,1,Ley Sinde,5,The Liberty,0.306143,0.522613,0.306143
hotpotqa,517,1,3,Boston Strong,19,Jeanne Tripplehorn,0.333333,0.582915,0.333333
hotpotqa,518,1,2,Presidency of George H. W. Bush,8,George Bush Intercontinental Airport,0.5,0.532663,0.5
hotpotqa,522,1,1,Bart Sells His Soul,5,Homer's Odyssey (The Simpsons),0.499832,0.522613,0.499832
hotpotqa,536,1,1,Nobel Prize in Literature,7,John Galsworthy,0.5,0.532663,0.5
hotpotqa,541,1,2,Shkëlzen Gashi,18,Toronto Maple Leafs,0.418277,0.582915,0.418277
hotpotqa,548,1,3,Vie Luxe International,12,Neiman Marcus,0.25,0.547739,0.25
hotpotqa,553,1,1,Mark Ciardi,11,List of Walt Disney Pictures films,0.002184,0.552764,0.002184
hotpotqa,557,1,1,Cedric the Entertainer,20,Hot in Cleveland (season 1),0.5,0.59799,0.5
hotpotqa,566,1,3,If Tomorrow Never Comes,5,Lonestar discography,0.07033,0.512563,0.07033
hotpotqa,566,2,1,Love and Theft (duo),18,Rascal Flatts discography,3e-06,0.58794,3e-06
hotpotqa,569,1,1,Daddy (dog),91,Black Elk Speaks,0.289178,0.954774,0.289178
hotpotqa,572,1,1,View Askewniverse,54,List of The Muppets productions,0.25,0.768844,0.25
hotpotqa,574,1,3,2006 Asian Games,35,Winter Olympic Games,2.5e-05,0.663317,2.5e-05
hotpotqa,575,1,2,Dan Rather,15,David L. Boren,0.333333,0.567839,0.333333
hotpotqa,577,1,1,Club HSM: Make It Happen,13,Vanessa Hudgens,0.5,0.562814,0.5
hotpotqa,582,1,2,Metropolitan Life North Building,41,Roxy Hotel (New York City),0.333333,0.698492,0.333333
hotpotqa,597,1,1,King and the Clown,8,Shin Sang-ok,0.5,0.537688,0.5
hotpotqa,598,1,1,Egger (company),9,Statenvlag,0.00011,0.542714,0.00011
hotpotqa,604,1,3,Electoral history of George McGovern,10,"Democratic Party presidential primaries, 2012",0.333333,0.537688,0.333333
hotpotqa,605,1,1,World Rugby Sevens Series,22,Singha,0.5,0.60804,0.5
hotpotqa,608,1,2,Diane Ladd,50,Academy Award for Best Supporting Actor,0.000366,0.743719,0.000366
hotpotqa,610,1,1,Miami Marlins,11,List of pre-World Series baseball champions,0.007892,0.552764,0.007892
hotpotqa,612,1,1,Kevin Ogle,15,Everett Piper,0.000543,0.572864,0.000543
hotpotqa,614,1,1,Blitz Kids,9,Confession (band),0.313088,0.542714,0.313088
hotpotqa,617,1,1,24-7 Spyz,14,Tuskegee (album),0.247861,0.567839,0.247861
hotpotqa,617,2,2,Castle on the Hill (song),33,I Hate Myself (for Loving You),0.001642,0.658291,0.001642
hotpotqa,618,1,2,Maxim Mazumdar,8,Oscar Wilde,0.5,0.532663,0.5
hotpotqa,619,1,3,Best of Puddle of Mudd,5,P.O.D.,0.487629,0.512563,0.487629
hotpotqa,619,2,4,Yeah Yeah Yeahs,52,The Awakening (P.O.D. album),0.00903,0.743719,0.00903
hotpotqa,624,1,1,U.S. Route 80,42,Red River system,0.5,0.708543,0.5
hotpotqa,630,1,1,Dedicated to Chaos,5,The Beach Boys,0.000736,0.522613,0.000736
hotpotqa,633,1,1,Vancouver,6,Jackass: The Movie,0.5,0.527638,0.5
hotpotqa,637,1,1,Aubrey Otis Hampton,12,Double bubble (radiology),3.8e-05,0.557789,3.8e-05
hotpotqa,642,1,1,McAlyster,9,Vince Gill,0.500007,0.542714,0.500007
hotpotqa,650,1,1,Strange Synergy,20,Card game,0.01973,0.59799,0.01973
hotpotqa,654,1,1,Stacy's Mom,25,What About Us (Livin Out Loud album),0.333333,0.623116,0.333333
hotpotqa,657,1,2,Elektra Luxx,11,Mary Harron,0.333333,0.547739,0.333333
hotpotqa,663,1,3,2017 Open 13 – Doubles,10,2017 ASB Classic – Men's Doubles,0.333333,0.537688,0.333333
hotpotqa,679,1,1,"Grand Bazaar, Isfahan",96,1996 AFC Asian Cup squads,7.2e-05,0.979899,7.2e-05
hotpotqa,683,1,2,2017 Texas Tech Red Raiders baseball team,17,2014 Baylor Bears baseball team,0.25,0.577889,0.25
hotpotqa,689,1,1,Rhodesia,5,Capital of Wales,0.020015,0.522613,0.020015
hotpotqa,693,1,2,Swiss mountain dog,26,German Spitz (Klein),6.4e-05,0.623116,6.4e-05
hotpotqa,695,1,1,Personal Enemy,6,Richard Nixon Supreme Court candidates,0.5,0.527638,0.5
hotpotqa,697,1,1,United Pursuit,54,Religion in The Simpsons,0.347022,0.768844,0.347022
hotpotqa,701,1,4,Lovin' Lately,14,Lush (band),0.023966,0.552764,0.023966
hotpotqa,701,2,1,John Rich,6,Big &amp; Rich's Super Galactic Fan Pak 2,0.00014,0.527638,0.00014
hotpotqa,702,1,3,Jimmy Barnes,22,Tsunami (Manic Street Preachers song),0.333333,0.59799,0.333333
hotpotqa,703,1,2,Escape (Nine Lashes album),5,World We View,0.492306,0.517588,0.492306
hotpotqa,704,1,1,Zea (plant),5,Dahlia imperialis,0.715145,0.522613,0.715145
hotpotqa,704,2,3,Duranta,13,Dahlia,0.026454,0.552764,0.026454
hotpotqa,708,1,2,2003 NBA draft,20,San Francisco 49ers,0.5,0.592965,0.5
hotpotqa,716,1,1,Chrysler M platform,11,Mazda6,0.00028,0.552764,0.00028
hotpotqa,718,1,1,Gary Sinise,26,You Can't Kill Stephen King,0.497766,0.628141,0.497766
hotpotqa,721,1,1,Oklahoma Air National Guard,10,Quadrophenia (film),0.568934,0.547739,0.568934
hotpotqa,723,1,1,Park Hyung-sik,6,Inspiring Generation,0.333333,0.527638,0.333333
hotpotqa,735,1,1,Late Registration,9,Cathal Coughlan (singer),0.666667,0.542714,0.666667
hotpotqa,741,1,2,Division of Lang,6,Division of Canobolas,3.3e-05,0.522613,3.3e-05
hotpotqa,749,1,1,The Late Late Tribute Shows,53,Masahiro Nakai,0.007197,0.763819,0.007197
hotpotqa,749,2,3,The Late Late Show with Craig Ferguson,6,The Late Late Show (Irish TV series),0.000837,0.517588,0.000837
hotpotqa,751,1,2,Neon City,13,Eisenstein (film),0.5,0.557789,0.5
hotpotqa,753,1,2,Cowie Castle,17,Eilean Donan,1.2e-05,0.577889,1.2e-05
hotpotqa,762,1,1,Virtual war,6,Ozone Journal,0.25,0.527638,0.25
hotpotqa,764,1,1,Chris Doyle (artist),12,Liberty Place,0.004294,0.557789,0.004294
hotpotqa,773,1,1,What the Water Gave Me (song),11,Liberty Leading the People,0.333333,0.552764,0.333333
hotpotqa,774,1,1,John Street (Toronto),6,An Inconvenient Truth,0.017841,0.527638,0.017841
hotpotqa,776,1,1,Liz Rose,6,Fearless (Taylor Swift song),0.5,0.527638,0.5
hotpotqa,778,1,1,List of Olympic venues in figure skating,16,"Youngstown, Ohio",0.00462,0.577889,0.00462
hotpotqa,782,1,1,Peter Balakian,31,Maya Angelou,0.5,0.653266,0.5
hotpotqa,784,1,1,"Bayport, New York",6,Blue Point (LIRR station),0.5,0.527638,0.5
hotpotqa,786,1,2,Anton Schwarzkopf,5,Pretzel Amusement Ride Company,0.27121,0.517588,0.27121
hotpotqa,793,1,3,Anna Howard Shaw Day,5,Tea Leaves (Mad Men),0.333333,0.512563,0.333333
hotpotqa,796,1,1,Riverside Church,20,Amy (2015 film),0.001106,0.59799,0.001106
hotpotqa,800,1,4,Born Under Punches (The Heat Goes On),62,Creedence Clearwater Revival: Box Set,0.500005,0.79397,0.500005
hotpotqa,803,1,1,Fly540,7,Tandy Corporation,0.006674,0.532663,0.006674
hotpotqa,809,1,2,Everett Piper,5,Jim Rogers (Oklahoma politician),0.292328,0.517588,0.292328
hotpotqa,810,1,1,Blancpain GT Series Sprint Cup,9,FIA GT1 World Championship,0.5,0.542714,0.5
hotpotqa,811,1,2,Solomon Elimimian,13,John Metras,0.040254,0.557789,0.040254
hotpotqa,814,1,1,South Park,6,Tsst,0.446301,0.527638,0.446301
hotpotqa,816,1,1,Missing Pieces (Talk Talk album),6,Volume 1 (Future Boy album),0.5,0.527638,0.5
hotpotqa,823,1,1,The Mall Wood Green,16,Forum The Shopping Mall,5.5e-05,0.577889,5.5e-05
hotpotqa,831,1,1,Babe Ruth,5,Mike Hessman,0.5,0.522613,0.5
hotpotqa,844,1,2,"Choteau, Montana",10,Marv Skie–Lincoln County Airport,0.325495,0.542714,0.325495
hotpotqa,845,1,1,C. E. Gatchalian,19,"Syracuse, Sicily",0.042463,0.592965,0.042463
hotpotqa,851,1,1,Victoria (ship),5,"South Yarra, Victoria",0.501561,0.522613,0.501561
hotpotqa,855,1,1,Ian Holm,55,Udayananu Tharam,0.25,0.773869,0.25
hotpotqa,857,1,1,Abraham Whistler,6,Bill Haydon,0.014671,0.527638,0.014671
hotpotqa,860,1,1,A123 Systems,7,Tongil Industries Company,0.002527,0.532663,0.002527
hotpotqa,864,1,2,SAS Braathens,9,History of British Airways,0.333333,0.537688,0.333333
hotpotqa,875,1,2,Larry Tee,11,Banana (TV series),0.040145,0.547739,0.040145
hotpotqa,880,1,1,2004 SANFL Grand Final,9,West Adelaide Football Club,0.5,0.542714,0.5
hotpotqa,887,1,1,Blue (Double album),51,"United States Senate election in Oklahoma, 2004",0.333333,0.753769,0.333333
hotpotqa,891,1,1,2006 Stanley Cup Finals,9,Toronto Maple Leafs,0.5,0.542714,0.5
hotpotqa,911,1,3,Violence (role-playing game),16,Ross Watson (game designer),0.31237,0.567839,0.31237
hotpotqa,912,1,2,The Grudge 2,15,Kevin Spacey,0.00474,0.567839,0.00474
hotpotqa,915,1,1,Central America,9,Cucurbita palmeri,0.333333,0.542714,0.333333
hotpotqa,919,1,1,Peter Helliar,5,Yianni Agisilaou,0.024803,0.522613,0.024803
hotpotqa,922,1,1,"Portsea, Victoria",22,Victoria (ship),0.347791,0.60804,0.347791
hotpotqa,926,1,1,2012 St. Louis Rams season,9,Heisman Trophy,0.005533,0.542714,0.005533
hotpotqa,928,1,1,Robert McConnell (loyalist),6,Scotch Collie,0.033018,0.527638,0.033018
hotpotqa,931,1,1,Ben Cook (actor),12,Jared Daperis,0.022599,0.557789,0.022599
hotpotqa,932,1,2,Eccles Interchange,91,Russia–United Kingdom relations,0.333333,0.949749,0.333333
hotpotqa,944,1,1,Autumn Crocus (film),13,Adam Cooper (dancer),0.292571,0.562814,0.292571
hotpotqa,944,2,4,True Legend,18,Stephen Mear,0.269097,0.572864,0.269097
hotpotqa,946,1,2,Possessed (roller coaster),6,Viper (Six Flags Great America),0.323191,0.522613,0.323191
hotpotqa,951,1,2,Mos Def &amp; Talib Kweli Are Black Star,12,Avril Lavigne,0.5,0.552764,0.5
hotpotqa,953,1,2,Belgian Shepherd,5,Herding Group,4.2e-05,0.517588,4.2e-05
hotpotqa,955,1,3,June Jones,5,2012 New Orleans Saints season,0.25,0.512563,0.25
hotpotqa,958,1,2,Roosevelt Roads Naval Station,6,STOLport,0.003524,0.522613,0.003524
hotpotqa,959,1,2,Outside (magazine),7,PC Magazine,0.001139,0.527638,0.001139
hotpotqa,960,1,1,Vib Gyor,11,The Darkness (band),0.33618,0.552764,0.33618
hotpotqa,960,2,2,The White EP (Vib Gyor EP),12,Lush (band),0.333333,0.552764,0.333333
hotpotqa,967,1,1,Midnight Oil,5,Now Summer 2007 (Australian series),8e-06,0.522613,8e-06
hotpotqa,969,1,3,Alexander Radvilovich,10,Vadim Zakharov (artist),0.000395,0.537688,0.000395
hotpotqa,971,1,3,Langston Hughes Medal,6,Jim Harrison,0.000345,0.517588,0.000345
hotpotqa,979,1,1,Elijah Wood,23,Crocodile Dundee in Los Angeles,0.333333,0.613065,0.333333
hotpotqa,979,2,2,Peter Jackson,60,Heavenly Creatures,0.333333,0.79397,0.333333
hotpotqa,982,1,1,Battle of Bataan,54,New World (Lauri Ylönen album),0.333333,0.768844,0.333333
hotpotqa,986,1,1,Stieber Twins,15,Egyptian Collection of the Hermitage Museum,0.5,0.572864,0.5
hotpotqa,990,1,1,Monkey Gland,5,Ian Gillan &amp; Tony Iommi: WhoCares,0.087068,0.522613,0.087068
hotpotqa,992,1,1,H. Stuart Menzies,5,Ōsako Naoharu,0.035305,0.522613,0.035305
hotpotqa,999,1,2,Hummingbird (Local Natives album),55,Verelo,0.001197,0.768844,0.001197
musique,0,1,2,Lionel Messi,9,List of international goals scored by Lionel Messi,0.000201,0.537688,0.000201
musique,1,1,4,Warsaw Pact,30,Dissolution of the Soviet Union,0.183473,0.633166,0.183473
musique,1,2,3,Molotov–Ribbentrop Pact,28,Dissolution of the Soviet Union,0.046334,0.628141,0.046334
musique,6,1,1,Riverside Plaza,10,The Hague City Hall,0.25,0.547739,0.25
musique,7,1,2,Kathmandu,8,Prysmian Group,0.333333,0.532663,0.333333
musique,8,1,1,Battle of Korytsa,20,III (Stanton Moore album),0.385064,0.59799,0.385064
musique,8,2,2,Battle of Oldendorf,7,Battle of Bunker Hill,0.333333,0.527638,0.333333
musique,11,1,2,Somalis,99,Myanmar,0.238455,0.98995,0.238455
musique,13,1,1,Crucifixion of Jesus,10,Crucifixion (Titian),0.000307,0.547739,0.000307
musique,14,1,2,Foligno Cathedral,15,St. Peter's Basilica,0.196683,0.567839,0.196683
musique,14,2,3,Governor of Vatican City,35,Canonization of Pope John XXIII and Pope John Paul II,0.005379,0.663317,0.005379
musique,15,1,1,The Path (TV series),14,Arena Football League,0.01004,0.567839,0.01004
musique,16,1,1,Josep Domènech i Estapà,22,Spain,0.25,0.60804,0.25
musique,19,1,1,Seattle,23,Memorial Union (Oregon State University),0.5,0.613065,0.5
musique,22,1,1,Richard Cory-Wright,11,Ian Quayle Jones,0.017373,0.552764,0.017373
musique,23,1,2,Miracle on 34th Street,8,Cordelia Frost,0.054163,0.532663,0.054163
musique,23,2,3,Miracle on 34th Street,10,List of show business families,0.001787,0.537688,0.001787
musique,25,1,1,Elisabeth Luther,9,Sarah Stewart (author),0.004629,0.542714,0.004629
musique,26,1,1,Balbi Holy Conversation,6,Christian Ackermann,0.333333,0.527638,0.333333
musique,30,1,2,The Poor Boob,10,Margaret Mayo (playwright),0.25,0.542714,0.25
musique,30,2,3,Jehan Gordon-Booth,77,Paris,0.25,0.874372,0.25
musique,32,1,1,"Biff, the Michigan Wolverine",28,"Pima County Natural Resources, Parks and Recreation",0.5,0.638191,0.5
musique,34,1,1,Nawabs of Bengal and Murshidabad,35,Queen Victoria,0.167044,0.673367,0.167044
musique,34,2,2,"Bengal Sati Regulation, 1829",65,Queen Victoria,0.002085,0.819095,0.002085
musique,40,1,1,Indonesian language,25,East Timor,0.333333,0.623116,0.333333
musique,42,1,1,Greek alphabet,6,Charlemagne,0.00325,0.527638,0.00325
musique,43,1,1,44th United States Congress,6,2002 United States House of Representatives elections,1e-06,0.527638,1e-06
musique,46,1,3,Culture of India,6,Religion in Israel,0.002597,0.517588,0.002597
musique,46,2,1,History of India,12,Partition of India,0.00327,0.557789,0.00327
